"No..of.Tanks","Stock.number.","Date.of.Birth","Fish.name","Genotype.","Fish.number","Responsible","Female.Parent.Genotype","Male.Parent.Genotype","Female.Parent.Stock","Male.Parent.Stock","Notes"
3,"26697","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","+/+ or +/- or -/-",40,"DNK/MHM","Tg(mpeg1.1:NTR);tcima/b mutant","Tg(hsp70:TCIM-2A-EGFP); tcima/b het","25968","26037","cmlc2:EGFP+, for surgery"
1,"26703","15-Aug-2023","TU uninjected","wildtype",32,"MAG/MHM","TU","TU","25850","25850","TU uninjected for crlf1b crispants"
2,"26704","15-Aug-2023","crlf1b F0 CRISPR injected","F0/F0",80,"MAG/MHM","TU","TU","25850","25850","F0 crispants"
1,"26706","18-Aug-2023","b-actin:GCamp6","GFP/+",40,"MHM/RM","b-actin:GCamp6","b-actin:GCamp6","25611","25611","Stocks, "
1,"26707","18-Aug-2023","huC:GCamp6s;mitfa","GFP/+",40,"MHM/RM","huC:GCamp6s;mitfa","huC:GCamp6s;mitfa","24173","24173","stocks"
2,"26693","14-Aug-2023","ndnf-ntr-cherry KI F0","F0",80,"MHM/RM","TU","TU","25850","25850",""
12,"26725","17-Aug-2023","syt11b_vms1_75 ; syt11a_vms1_51","+/+ or +/- or -/- ; +/+ or +/- or -/-",480,"VMS/MHM","syt11b_vms_75(+/-); syt11a_vms1_51(+/-)","syt11a_51(+/-);syt11b_75(+/-)","25983","25983","Genotype for double mutant, surgery, swim assay and histology"
3,"26726","17-Aug-2023","chrnb2_vms2_75","+/+ or +/- or -/-",120,"VMS/MHM","chrnb2_vms2_75(+/-)","chrnb2_vms2_75(+/-)","24801","24801","Rep2_Genotype for wt and mutant, surgery, swim assay and histology"
4,"26727","17-Aug-2023","syt11b_vms1_80","+/+ or +/- or -/-",160,"VMS/MHM","syt11b_vms1_80(+/-)","syt11b_vms_80(+/-)","26096","26096","Rep1_Genotype for wt and mutant, surgery, swim assay and histology"
1,"26387","07-Jul-2023","Tg(vglut2a:RFP) (GFP/+); Tg(gad1b:GFP)(RFP/+)","RFP/+ ; GFP/+",40,"VMS/MHM","TU","Tg(vglut2a:RFP) (GFP/+); Tg(gad1b:GFP)(RFP/+)","24887","23606","Screened for RFP and GFP"
1,"26738","18-Aug-2023","hsp:zgnao1-2A-EGFP-L3","GFP/+",40,"MHM/RM","AB","hsp70:zgnao1-2A-EGFP-L3","0","24840","outcross"
3,"26749","22-Aug-2023","tcima-/-;tcimb-/+ X tcima-/+;tcimb-/-","a/+ or a/a and b/+ or b/b",99,"DNK/MHM","tcima-/-;tcimb-/+","tcima-/+;tcimb-/-","23991","23991","For drug treatments, genotype for double hets and double mutants"
3,"26750","22-Aug-2023","tcima-EGFP F0 #5 outx Tu","GFP/+ or +/+",100,"DNK/MHM","Tu","tcima-EGFP-L1 F0 (JF+ sperm)","18000","25602","Genotype for JF"
2,"26771","22-Aug-2023","Tg(glyt2:GFP)","GFP/+",80,"VMS/MHM","AB","Tg(glyT2:GFP)","25790","9021","Surgery and Timecourse EdU (daily and single) analysis and followed by Histology . Revived sperm from vial 9021"
4,"26751","22-Aug-2023","pfkfb1 (stl676/+) het inx","+/+ or +/- or -/-",160,"MHM/RM","pfkfb1 (stl676/+) het ","pfkfb1 (stl676/+) het ","25606","25606","For Lili"
2,"26754","22-Aug-2023","pappaa(p170) het outcross","+/+ or +/-",80,"MHM/RM","AB*","pappaa(p170) +/-","25954","23380",""
4,"26787","24-Aug-2023","prkdc-/-;il2rga-/-;WT","-/-",160,"MHM/RM","prkdc-/-:il2rga+/;WT","prkdc+/-;il2rga+/-;WT","25701","25252",""
1,"26802","29-Aug-2023","tcima-EGFP F0 #5 outx Tu","JF?",40,"DNK/MHM","Tu","tcima-EGFP F0 #5","18000","25602","Genotype for JF"
1,"26803","01-Sep-2023","Tg(hsp70:TCIM-2A-EGFP-L3) Tg+","GFP/+",20,"DNK/MHM","Tg(hsp70:TCIM-2A-EGFP-L3)","AB*","25493","18000","lens GFP+, For surgery"
1,"26804","29-Aug-2023","Tg(hsp70:TCIM-2A-EGFP-L3) Tg-","+/+",20,"DNK/MHM","Tg(hsp70:TCIM-2A-EGFP-L3)","AB*","25493","18000","lens GFP-, for drug treatments"
1,"26305","27-Jun-2023","pdk2b dgRNP injected F0","F0/F0",30,"MED/MHM","TU","TU","18000","18000","MED injected F0"
2,"26306","27-Jun-2023","pdp1 dgRNP injected F0","F0/F0",50,"MED/MHM","TU","TU","18000","18000","MED injected F0"
1,"26307","27-Jun-2023","TU uninjected","wildtype",55,"MED/MHM","TU","TU","18000","18000","MED pdk2 and pdp1 uninjected controls"
1,"26486","18-Jul-2023","pdk2a dgRNP injected F0","F0",52,"MHM/MED/RM","TU","TU","18000","18000","RM Injection"
1,"26488","18-Jul-2023","pdk2a adn pdk2b dgRNP injected F0","F0",60,"MHM/MED/RM","TU","TU","18000","18000","RM Injection"
1,"26489","18-Jul-2023","pdp1 dgRNP injected F0","F0",73,"MHM/MED/RM","TU","TU","18000","18000","RM Injection"
1,"26490","18-Jul-2023","TU uninjected controls pdk2 and pdp1","+/+",105,"MHM/MED/RM","TU","TU","18000","18000","RM Injection"
2,"26492","19-Jul-2023","sarm1-sau1193","+/+ or +/-",80,"MHM/RM","AB*","sarm1-sau1193","0","23258","Genotype for stocks"
1,"26877","06-Sep-2023","Tg(hsp70:TCIM-2A-EGFP-L3) outx tcima/b mutant","GFP/+",40,"Enter owner name","Tg(hsp70:TCIM-2A-EGFP-L3);tcima/b het","tcima/b mutant","26037","23991","lens GFP+"
1,"26878","06-Sep-2023","Tg(hsp70:TCIM-2A-EGFP-L3) outx tcima/b mutant","+/+",40,"DNK/MHM","Tg(hsp70:TCIM-2A-EGFP-L3);tcima/b het","tcima/b mutant","26037","23991","lens GFP-"
1,"26879","06-Sep-2023","Tg(mpeg:NTR-IRES-EGFP)","NTR/+",40,"DNK/MHM","Tg(mpeg1.1:NTR-IRES-EGFP)","AB","25966","18000","cmlc2:EGFP+, for surgery"
1,"26880","06-Sep-2023","Tg(mpeg1.1:NTR-IRES-EGFP) Tg-","+/+",40,"DNK/MHM","Tg(mpeg1.1:NTR-IRES-EGFP)","AB","25966","18000","cmlc2:EGFP-, for surgery"
1,"26881","05-Sep-2023","Tg(hsp70:TCIM-2A-EGFP-L3) Tg+","GFP/+",40,"DNK/MHM","Enter female parent name","Tg(hsp70:TCIM-2A-EGFP)","18000","25493","lens GFP+"
1,"26882","06-Sep-2023","Tg(hsp70:TCIM-2A-EGFP-L3) Tg-","+/+",40,"DNK/MHM","AB","Tg(hsp70:TCIM-2A-EGFP)","18000","25493","lens GFP-, for drug treatments"
1,"26887","07-Sep-2023","Tg(pdgfrb Gal4 UAS:RFP)","RFP/+",40,"MHM/RM","AB*","Tg(pdgfrb Gal4 UAS:RFP)","26047","25958","stocks"
1,"26888","07-Sep-2023","rab5c:eGFP","GFP/+",40,"MHM/RM","AB*","rab5c:eGFP","26047","23838","stocks"
4,"26572","27-Jul-2023","scn4ab-mcherry-ntr-ki F0","F0",120,"MHM/RM","TU","TU","25850","25850","KI F0"
1,"26571","27-Jul-2023","TU uninjected","+/+",40,"MHM/RM/LZ","TU","TU","25850","25850","KI F0"
1,"26570","27-Jul-2023","scn4aa dgRNA crisper F0","F0",40,"MHM/RM/LZ","Enter female parent name","TU","25850","25850","KI F0"
1,"26941","13-Sep-2023","Tg(lyz:EGFP)","EGFP/+",40,"DNK/MHM","AB","Tg(lyz:EGFP)","18000","25967","For breeding stock"
1,"26940","13-Sep-2023","Tg(tnfa:emGFP);Tg(mfap4:tdTomato-CAAX) x tcim dhet","emGFP/+; tdTom?",24,"DNK/MHM","Tg(tnfa:emGFP);Tg(mfap4:tdTomato-CAAX) ","AB","23109","18000","For breeding stock, genotype for tdTomato"
3,"26943","13-Sep-2023","tcima/b het inx","a/a or a/+ or +/+ and b/b or b/+ or +/+",40,"DNK/MHM","tcima/b het","tcima/b het","23991","23991","For breeding stock, genotype for tcima and tcimb, one dish from each clutch (3 clutches total)"
4,"26944","13-Sep-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","a/a or a/+ and b/b or b/+",40,"CW/MHM","bach1a-/-;bach1b-/+","bach1a-/+;bach1b-/-","23865","23865","For surgery, genotype for bach1a and bach1b, two dishes per clutch (two clutches total, labeled)"
4,"26950","14-Sep-2023","syt11b-NTR2.0-mcherry","mcherry/+ or +/+",150,"VMS/MHM","TU","syt11b-NTR2.0-mcherry (F0/+)","26167","25453","From Founder Fish 7. Genotype for mcherry and perform ablation experiment for iNeurons at 1wpi"
4,"26762","22-Aug-2023","EKAB","+/+",160,"MHM/RM/LZ","AB*","EK","25920","26046","for Lili"
2,"26757","22-Aug-2023","EKAB","+/+",80,"MHM/RM/MG","AB*","EK","25920","26046","Clutch 1 for MIck"
2,"26758","22-Aug-2023","EKAB","+/+",80,"MHM/RM/MG","AB*","EK","25920","26046","clutch 2 for Mick"
2,"26759","22-Aug-2023","EKAB","+/+",80,"MHM/RM/MG","AB*","EK","25920","26046","clutch 3 for Mick"
2,"26760","22-Aug-2023","EKAB","+/+",80,"MHM/RM/MG","AB* ","EK","25920","26046","clutch 4 for Mick"
2,"26761","22-Aug-2023","EKAB","+/+",80,"MHM/RM/MG","AB*","EK","25920","26046","clutch 5 for Mick"
1,"26714","17-Aug-2023","Tg(hsp70:BACH1-2A-EGFP-L1c) Tg+","GFP/+",40,"CW/MHM","AB*","Tg(hsp70:BACH1-2A-EGFP)Tg+","24057","24091","Lens GFP+"
1,"26715","17-Aug-2023","Tg(hsp70:BACH1-2A-EGFP-L1c) Tg-","GFP-",40,"CW/MHM","AB*","Tg(hsp70:BACH1-2A-EGFP)Tg+","24057","24091","Lens GFP -"
1,"26699","15-Aug-2023","tcima-EGFP F0 #5 outx Tu","JF?",1,"DNK/MHM","Tu","tcima-EGFP F0 #5","18000","25602","Genotype for JF"
3,"27001","22-Sep-2023","syt11b-NTR2.0-mcherry","mcherry/+ or +/+",120,"VMS/MHM","TU","syt11b-NTR2.0-mcherry (F0/+)","26099","25453","From founder fish 7. Genotype for NTR-mcherry. Surgery and MTZ treatment"
2,"26698","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP/+; a/?, b/?",80,"DNK/MHM","Tg(hsp70:TCIM-2A-EGFP-L3);tcima/b het","tcima/b mut","26037","23991","FOR SURGERY"
3,"27041","26-Sep-2023","Tg(mpeg1.1:NTR-IRES-EGFP) Tg+","NTR/+",120,"DNK/MHM","Tg(mpeg:NTR-IRES-EGFP)","AB*","25966","18000","cmlc2:EGFP+; for transplants"
1,"27042","26-Sep-2023","Tg(mpeg1.1:NTR-IRES-EGFP) Tg-","+/+",40,"DNK/MHM","Tg(mpeg1.1:NTR-IRES-EGFP)","AB*","25966","18000","cmlc2:EGFP-, for surgery"
3,"27043","26-Sep-2023","Tg(mpeg1.1:NTR); tcima/b mutant","NTR+; a/a; b/b",120,"DNK/MHM","Tg(mpeg1.1:NTR);tcima/b mutant","Tg(actb2: membrane-Citrine);tcima/b mutant","25968","26164","cmlc2:EGFP+; for transplants"
3,"27044","26-Sep-2023","Tg(actb2: membrane-Citrine);tcima/b mutant","Citrine/+; a/a, b/b",120,"DNK/MHM","Tg(mpeg1.1:NTR-IRES-EGFP); tcima/b mutant","Tg(actb2: membrane-Citrine);tcima/b mutant","25968","26164","Citrine+, for transplants "
3,"27040","26-Sep-2023","Tg(actb2:membrane-Citrine) ","Citrine/+",120,"DNK/MHM","AB","Tg(actb2:membrane-Citrine)","18000","25495","Citrine+, for transplants "
1,"26695","16-Aug-2023","huc-mcherry-NTR-L1","RFP/+",40,"MHM/RM","Enter female parent name","huc-mcherry-NTR-L1","0","23133","Stocks"
2,"27037","22-Sep-2023","ndnf-mcherry-ntr-F1-L2(male6)","F1/+",80,"MHM/RM","TU","ndnf-mcherry-ntr-F0 male6","25850","26168","F1 from PCR+ F0"
4,"27014","22-Sep-2023","TU","+/+",160,"MHM/RM","TU","TU","26213","26213","New breeding Stocks from FF "
2,"27045","27-Sep-2023","stl464 gpr126","+/+ or +/-",80,"MHM/RM","AB*","stl464 gpr126","25790","0","From cryo sperm"
4,"27067","29-Sep-2023","syt11b-NTR2.0-mcherry","mcherry/+ or +/+",160,"VMS/MHM","TU","syt11b-NTR2.0-mcherry (F0/+)","26099","25453","From founder Fish 7, Genotype for NTR_mcherry. Then SCI and MTZ treatment at 5 dpi"
1,"27068","08-Aug-2023","Enter fish name","Enter genotype",40,"Enter owner name","Enter female parent name","Enter male parent name","25915","24173","Stocks"
1,"26641","08-Aug-2023","huC:GCamp6s;mitfa","GFP/+",40,"MHM/RM","huC:gCamp6-GFP;mitfa","huC:gCamp6-GFP;mitfa","25915","24173","Stocks"
2,"27070","29-Sep-2023","scn4ab-mcherry-ntr-L1 F1","+/+ or +/-",80,"MHM/RM","TU","scn4ab-mcherry-ntr F0 male 1","25859","26299","genotype"
2,"27071","29-Sep-2023","scn4ab-mcherry-ntr-L2 F1","+/+ or +/-",80,"MHM/RM","TU","scn4ab-mcherry-ntr-L2 F1","25850","26299","genotype"
1,"27094","03-Oct-2023","TU uninjected","wildtype",40,"MAG/MHM","TU","TU","25850","25850","Uninjected for crlf1a/b"
2,"27095","03-Oct-2023","crlf1a/b crispant F0","F0/F0",63,"MAG/MHM","TU","TU","25850","25850","F0 crispants"
1,"27003","22-Sep-2023","AB","Enter genotype",18,"MAG/MHM","AB","AB","25032","25032","AB for outcross"
1,"27004","22-Sep-2023","TU","wildtype",38,"MAG/MHM","TU","TU","25850","25850","TU uninjected controls for 27005"
1,"27005","22-Sep-2023","crlf1a/b crispant F0","F0/F0",24,"MAG/MHM","TU","TU","25850","25850","crlf1a/b crispant F0"
2,"27100","04-Oct-2023","GFPAP:GFP","GFP/+",80,"MHM/RM/MG","AB*","GFAP:GFP","24057","25696","For Miguel"
1,"27101","04-Oct-2023","slc1a3b:myrGFP-P2A-H2A-mCherry     ","GFP/+;RFP/+",40,"MHM/RM","AB*","slc1a3b:myrGFP-P2A-H2A-mCherry     ","24057","23899","Stocks"
2,"27123","10-Oct-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","a/+ or a/a and b/+ or b/b",80,"CW/MHM","bach1a-/-;bach1b-/+","bach1a-/+;bach1b-/-","23865","23865","For surgery, genotype for bach1a and bach1b, two dishes per clutch (one clutch total))"
1,"27116","10-Oct-2023","GFAP-2A-tdTomato","RFP/+",40,"MHM/RM","AB*","GFAP-2A-tdTomato","24057","23900","Stocks"
1,"27117","10-Oct-2023","hapl1b:eGFP","GFP/+",40,"MHM/RM","AB*","hapln1b:eGFP","24057","26293","Stocks"
2,"27131","12-Oct-2023","gnao1a crsipant F0","F0",80,"MHM/RM","TU","TU","25850","25850","F0"
2,"27132","12-Oct-2023","gnao1b crispant F0","F0",80,"MHM/RM","TU","TU","25850","25850","F0"
2,"27133","12-Oct-2023","gano1a/gnao1b crispant","F0",80,"MHM/RM","Tu","TU","25850","25850","F0"
2,"27134","12-Oct-2023","TU uninjected control","+/+",80,"MHM/RM","TU","TU","25850","25850","Uninjected Controsl"
2,"27190","20-Oct-2023","Sox2-2A-CreER CRE_______","+/- or +/+",40,"MHM/RM","AB*","Sox2-2A-CreER _____","25920","24070","genotype for stocks"
1,"27191","20-Oct-2023","j1784:DCT-1:GFP +/-","GFP/+",40,"MHM/RM","AB*","j1784:DCT-1:GFP +/-","25920","23558","Stocks"
1,"27192","20-Oct-2023","ubi:nRSG +/+","RFP/RFP",40,"MHM/RM","ubi:nRSG +/+","ubi:nRSG +/+","24126","24126","Stocks"
1,"26942","13-Sep-2023","Tg(mpeg1.1:YFP);Tg(mfap4:tdTomato-CAAX)","YFP/+;tdTom?",15,"DNK/MHM","AB","Tg(mpeg1.1:YFP);Tg(mfap4:tdTomato-CAAX)","18000","18000","Genotype for tdTomato, for breeding stock"
9,"27218","23-Oct-2023","tert ?/?","+/+ or +/- or -/-",356,"MAG/MHM","tert +/-","tert +/-","26377","26377","clutch 2, genotyping for WT and mut"
9,"27219","23-Oct-2023","tert ?/?","+/+ or +/- or -/-",371,"MAG/MHM","tert +/-","tert +/-","26377","26377","clutch 3, genotyping for WT and mut"
3,"27221","26-Oct-2023","EKAB","+/-",40,"MHM/RM","AB*","EK","24075","26046","For Chase"
4,"27222","26-Oct-2023","Sox2-2a-sfGFP","GFP/+",40,"MHM/RM","AB*","sox2-2A-sfGFP","24057","24625","for Ridim"
6,"27272","31-Oct-2023","sox2-2A-sfGFP +/- ; bach1a/b +/-;+/- X bach1a/b -/-;-/-","+/- ; -/-",40,"CW/MHM","sox2-2A-sfGFP ; bach1a/b +/-;+/-","bach1a/b -/-;-/-","26673","26671","Genotype for bach1a/b double hets and muts"
2,"27235","25-Oct-2023","AB* X bach1a/b +/-;+/-","+/-;+/- or +/+;+/+",80,"CW/MHM","bach1a/b +/-;+/-","AB*","23865","24057","Genotype for WT and double hets for control endurance swim comparison"
1,"27275","03-Nov-2023","j1766:GPNMB3:GFP +/-","GFP/+",40,"MHM/RM","AB*","j1766:GPNMB3:GFP +/-","24057","23539","Stocks"
1,"27276","03-Nov-2023","Tg(slc2a3b:EGFP)","GFP/+",40,"MHM/RM","AB*","Tg(slc2a3b:EGFP)","24057","24769","Stocks"
1,"27277","03-Nov-2023","foxd3-17:GFP","GFP/+",40,"MHM/RM","AB*","foxd3-17:GFP +/-","24057","24016","Stocks"
1,"27278","07-Nov-2023","tcima-EGFP F1 outx Tg(mpeg1.1: tdTomato)","tdTom/+; JF?",40,"DNK/MHM","tcima-EGFP F1","Tg(mpeg1.1:tdTomato)","26750","25964","tdTom+"
1,"27327","07-Nov-2023","tcima-EGFP F1 outx Tg(mpeg1.1: tdTomato)","tdTom/+; JF?",40,"DNK/MHM","tcima-EGFP F1","Tg(mpeg1.1:tdTomato)","26750","25964","tdTom+"
1,"27328","07-Nov-2023","tcima-EGFP F1 outx Tg(mpeg1.1: tdTomato)","tdTom/+; JF?",40,"DNK/MHM","tcima-EGFP F1","Tg(mpeg1.1:tdTomato)","26750","25964","tdTom-"
2,"27335","10-Nov-2023","ndnf-mcherry-ntr-F1-L1(female3)","+/-",80,"MHM/RM","ndnf-mcherry-ntr F0 female 3","Tu","26168","25850","F1 from PCR+ F0"
2,"27346","10-Nov-2023","kcnj10b gRNA crispant F0","F0",80,"MHM/RM","Tu","Tu","25850","25850","F0"
2,"27348","10-Nov-2023","atp1b4 gRNA crispant F0","F0",80,"MHM/RM","TU","Tu","25850","25850","F0"
2,"27350","10-Nov-2023","TU uninjected","+/+",80,"MHM/RM","Tu","Tu","25850","25850","uninjected controls"
2,"27363","14-Nov-2023","tcima/b het outx AB","+/?",80,"DNK/MHM","AB","tcima/b het","18000","23991","For breeding stock "
2,"27391","16-Nov-2023","syt11b_vms1_80","+/+ or +/-",80,"VMS/MHM","TU","syt11b_vms_80(+/-)","24887","26096","For breeding stock. Genotype for het allele"
2,"27392","16-Nov-2023","syt11a_vms1_51","+/+ or +/-",80,"VMS/MHM","TU","syt11a_vms1_51 (+/-)","24887","24555","For breeding stock. Genotype for het allele"
2,"27416","22-Nov-2023","syt11b_vms1_75","+/+ or +/-",80,"VMS/MHM","TU","syt11b_vms1_75(+/-)","24887","24559","For breeding stock. Genotype for hets"
1,"27449","28-Nov-2023","sox10:RFP;mbp:GFPcaax +/-","GFP/+;RFP/+",40,"MHM/RM","AB","sox10:RFP;mbp:GFPcaax +/-","0","24284","Stocks"
3,"27473","28-Nov-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP+; a/+ or a/a and b/+ or b/b",40,"DNK/MHM","Tg(hsp70:TCIM-2A-EGFP-L3);tcima/b het","tcima/b mut","26037","26943","lens GFP+, for drug treatments"
3,"27474","28-Nov-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","GFP-; a/+ or a/a and b/+ or b/b",120,"DNK/MHM","Tg(hsp70:TCIM-2A-EGFP-L3);tcima/b het","tcima/b mut","26037","26943","lens GFP-, for drug treatments"
2,"27490","30-Nov-2023","vamp4_vms1_84","+/+ or +/-",80,"VMS/MHM","TU","vamp4_vms1_84(+/-)","24887","24796","For breeding stock, genotype for het allele"
2,"27491","01-Dec-2023","fhdc5_vms2_44","+/+ or +/-",70,"VMS/MHM","TU","fhdc5_vms2_44(+/-)","24887","24799","For breeding stock, genotype for het allele"
2,"27544","05-Dec-2023","tcima-EGFP F0 #5 outx Tu","JF?",74,"DNK/MHM","Tu","tcima-EGFP F0 #5","18000","25602","FOR SURGERY, genotype for JF"
2,"27568","08-Dec-2023","kcnj10b gRNA crispant F0","F0/F0",80,"MHM/RM","Tu","Tu","27014","27014","F0"
2,"27569","08-Dec-2023","fam69c gRNA F0 crispant","F0",80,"MHM/RM","Tu","Tu","27014","27014","F0"
1,"27524","05-Dec-2023","ndnf-mcherry-ntr-F2 L2A","PCR/+",40,"MHM/RM","Tu","ndnf-mcherry-ntr- F1","27014","27037","genotype"
1,"27525","05-Dec-2023","ndnf-mcherry-ntr F2 L2B","PCR/+",40,"MHM/RM","Tu","ndnf-mcherry-ntr F1","27014","27037","genotype"
2,"27573","07-Dec-2023","chrnb2_vms2_75","+/+ or +/-",80,"VMS/MHM","TU","chrnb2_vms2_75(+/-)","24887","24801","Breeding stock. Screen for het allele"
2,"27574","07-Dec-2023","chrnb2_vms2_89","+/+ or +/-",80,"VMS/MHM","TU","chrnb2_vms2_89(+/-)","24887","24800","Breeding stock. Screen for het allele"
3,"27602","12-Dec-2023","tcima-EGFP F1 outx Tu","JF/+ and +/+",120,"DNK/MHM","tcima-EGFP F1","Tu","26802","18000","From individual, separated F1 that have been injured for histology "
2,"27638","14-Dec-2023","scn4ab-T2A-mcherry-P2A-Ntr-KI L2A","PCR/+",80,"MHM/RM","Tu","scn4ab-T2A-mcherry-P2A-Ntr-KI L2A(M1)","27014","27071","stocks, genotype"
2,"27639","14-Dec-2023","scn4ab-T2A-mcherry-P2A-Ntr-KI L2B","PCR/+",80,"MHM/RM","TU","scn4ab-T2A-mcherry-P2A-Ntr-KI L2B(M2)","27014","27017","stocks, genotype"
2,"27640","14-Dec-2023","scn4ab-T2A-mcherry-P2A-NTR-KI L2C","PCR/+",80,"MHM/RM","TU","scn4ab-T2A-mcherry-P2A-NTR-KI L2C","27014","27071","STOCK, GENOTYPE"
1,"27603","13-Dec-2023","hapln1a-mcherry-NTR","GFP/+",40,"MHM/RM","AB","hapln1a-mcherry-NTR","26924","24626","Stocks"
2,"27604","13-Dec-2023","AB*","+/+",80,"MHM/RM","AB*","AB*","26924","26924","Stocks"
8,"27310","06-Nov-2023","TU","+/+",320,"MHM/RM","Tu","Tu","27014","27014","New breeding Stocks from FF "
2,"27349","10-Nov-2023","slc7a11 gRNA crispant F0","F0",80,"MHM/RM","Tu","Tu","0","0","F0"
2,"27347","10-Nov-2023","slc6a11b gRNA crispant F0","F0",80,"MHM/RM","TU","TU","0","0","F0"
2,"27676","20-Dec-2023","shootin3_vms3_61","+/+ or +/-",80,"VMS/MHM","TU","shootin3_vms3_61(+/-)","24887","24506","Breeding stock. Genotype for hets"
2,"27677","20-Dec-2023","shootin3_vms3_64","+/+ or +/-",80,"VMS/MHM","TU","shootin3_vms3_64 (+/-)","24887","24557","Breeding stock. Genotype for hets"
2,"27692","28-Dec-2023","stl261:pleca +/-","+/+ or +/-",80,"VMS/MHM","stl261- pleca +/-","TU","24137","24887","For Breeding stock. Genotype for het allele"
2,"27693","28-Dec-2023","stl236:plecb+/-","+/+ or +/-",80,"VMS/MHM","plecb (+/-)","TU","24138","24887","For Breeding stock. Genotype for het allele"
3,"27718","03-Jan-2024","bach1a-del dgRNP injected","F0/F0",120,"DNK/MHM","Enter female parent name","Enter male parent name","18000","18000","To make large bach1a deletion"
2,"27719","03-Jan-2024","bach1b-del dgRNP injected","F0/F0",80,"DNK/MHM","Enter female parent name","Enter male parent name","18000","18000","To make large bach1b deletion "
4,"27726","03-Jan-2024","stl464 gpr126","+/+ or +/- or -/-",160,"MHM/RM","stl464 gpr126 +/-","stl464 gpr126 +/-","27045","27045","genotype"
4,"27729","04-Jan-2024","syt11b-NTR2.0-mcherry","mcherry/mcherry or mcherry/+ or +/+",160,"VMS/MHM","syt11b-NTR2.0-mcherry(mcherry/+)","syt11b-NTR2.0-mcherry(mcherry/+)","26950","26950","Genotype for homozygous to do ablation and expression analysis"
2,"27748","09-Jan-2024","scn4ab-T2A-mcherry-P2A-NTR KI L1A","+/-,+/+",80,"MHM/RM","scn4ab-T2a-mcherry-P2A-NTR KI L1","TU","27070","27014","genotype"
1,"27749","09-Jan-2024","ccdc170-T2A-NTR-P2A-mcherry KI F0","F0",40,"MHM/RM","TU","TU","27014","27014","F0"
1,"27750","10-Jan-2024","stl464:gpr126+/-;sox2-2A-sfGFP+/-","+/+ or +/-",40,"MHM/RM","stl464 gpr126 +/-","TU","27045","24625","genotype for gpr126;RFP+"
3,"27736","09-Jan-2024","sox2-2A-sfGFP +/-","GFP/+",120,"MHM/RM","AB*","sox2-2A-sfGFP/+","26047","24625","for Lili"
4,"27762","08-Jan-2024","syt11b-2a-eGFP KnockinF0","F0/F0",150,"VMS/MHM","TU","TU","27014","27014","Screen knockin+ fish"
5,"27777","11-Jan-2024","ccdc170-T2A-NTR-P2A-mcherry KI F0","F0",200,"MHM/RM","TU","Tu","27014","27014","F0"
1,"27802","16-Jan-2024","Tg(mpeg1.1:YFP) outx tcima/b mutant","a/+; b/+; YFP/+",40,"DNK/MHM","Tg(mpeg1.1:YFP)","tcima/b mut","25965","26943","Breeding stock, YFP+"
1,"27803","16-Jan-2024","Tg(mpeg1.1:CreERT2-L8); nRSG","Cre?; nR/+",40,"DNK/MHM","AB","Tg(mpeg1.1:CreERT2-L8); nRSG","18000","23864","Breeding stock, genotype for Cre"
3,"27475","28-Nov-2023","tcima-EGFP F1 inx","+/+, JF/+, or JF/JF",120,"DNK/MHM","tcima-EGFP F1","tcima-EGFP F1","26750","26750","Breeding stock and for surgery"
2,"27570","06-Dec-2023","TU uninjected control","+/+",80,"MHM/RM","Tu","TU","18000","18000","uninjected controls"
1,"27835","24-Jan-2024","ndnf-T2A-mcherry-P2A-NTR-KI L1A","+/-,-/-",40,"MHM/RM","ndnf-T2A-mcherry-P2A-NTR KI L1 female2","TU","27335","27014","genotype"
2,"27836","24-Jan-2024","ndnf-T2A-mcherry-P2A-NTR KI L1B","+/-,-/-",80,"MHM/RM","TU","ndnf-T2A-mcherry-P2A-NTR L1 male 2","27014","27335","genotype"
1,"27857","26-Jan-2024","Tg(lyz:EGFP) outx tcima/b mutant","GFP/+; a/?, b/?",40,"DNK/MHM","Tg(lyz:EGFP)","tcima/b mut","26941","26943","GFP+, genotype for tcima and tcimb, for breeding stock "
3,"27853","23-Jan-2024","sarm1^sa11193 het x het","+/+,+/-,-/-",120,"MED/MHM","sarm1 +/-","sarm1 +/-","26492","26492","clutch 1"
2,"27873","31-Jan-2024","ndnf-T2A-mcherry-P2A-NTR KI L1C","PCR/+",80,"MHM/RM","TU","ndnf-T2A-mcherry-P2A-L1 male 3","27014","27335","genotype"
3,"27874","31-Jan-2024","scn4ab-T2A-NTR-P2A-mcherry KI F0","F0",120,"MHM/RM","TU","TU","27014","27014","F0"
1,"27885","30-Jan-2024","Tg(mpeg1.1:NTR-IRES-EGFP)","NTR/+",40,"DNK/MHM","AB","Tg(mpeg1.1:NTR-IRES-EGFP)","18000","26879","cmlc2:EGFP+; for breeding stock"
